id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
493,TVS Star City Plus,52000.0,2017,Individual,1st owner,25000,,7,5,3571.429,297.619,TVS
494,Bajaj Discover 125,38000.0,2018,Individual,1st owner,34000,60122.0,6,7,5666.667,472.222,Bajaj
495,Bajaj Discover 135,12000.0,2007,Individual,1st owner,60000,,17,12,3529.412,294.118,Bajaj
496,Honda CB Shine SP,47000.0,2017,Individual,1st owner,73000,64750.0,7,15,10428.571,869.048,Honda
497,Honda Activa [2000-2015],22000.0,2014,Individual,1st owner,38000,50267.0,10,8,3800.0,316.667,Honda
498,Bajaj Avenger [2015],65000.0,2015,Individual,1st owner,26000,75502.0,9,6,2888.889,240.741,Bajaj
499,Bajaj Platina 100,23000.0,2013,Individual,2nd owner,24000,,11,5,2181.818,181.818,Bajaj
500,Bajaj Discover 100,30000.0,2011,Individual,1st owner,45000,42859.0,13,9,3461.538,288.462,Bajaj
501,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,36000,,13,8,2769.231,230.769,Bajaj
502,Bajaj Avenger Street 150 [2018],80000.0,2017,Individual,1st owner,30000,80435.0,7,6,4285.714,357.143,Bajaj
503,Bajaj Platina 100,20000.0,2012,Individual,1st owner,16295,,12,4,1357.917,113.16,Bajaj
504,Bajaj Pulsar 150,16000.0,2011,Individual,2nd owner,59000,,13,12,4538.462,378.205,Bajaj
505,Bajaj Pulsar 150,20000.0,2006,Individual,1st owner,9500,,18,2,527.778,43.982,Bajaj
506,Bajaj Pulsar NS200,50000.0,2012,Individual,1st owner,46000,,12,10,3833.333,319.444,Bajaj
507,Honda CB Trigger,40000.0,2015,Individual,1st owner,75000,76572.0,9,15,8333.333,694.444,Honda
508,Bajaj Pulsar 135 LS,20000.0,2010,Individual,1st owner,80000,64589.0,14,16,5714.286,476.19,Bajaj
509,Bajaj Pulsar 180,65000.0,2018,Individual,1st owner,26000,85011.0,6,6,4333.333,361.111,Bajaj
510,Yamaha YZF R15 S,85000.0,2016,Individual,1st owner,26000,117926.0,8,6,3250.0,270.833,Yamaha
511,Hero Splendor Plus,12000.0,2007,Individual,1st owner,100000,,17,20,5882.353,490.196,Hero
512,Hero Xpulse 200T,105000.0,2019,Individual,1st owner,2900,96500.0,5,1,580.0,48.333,Hero
513,Yamaha FZ S V 2.0,40000.0,2015,Individual,1st owner,25000,84042.0,9,5,2777.778,231.481,Yamaha
514,Bajaj Discover 150,30000.0,2011,Individual,2nd owner,39500,54299.0,13,8,3038.462,253.205,Bajaj
515,Honda Activa [2000-2015],25000.0,2012,Individual,1st owner,40000,50267.0,12,8,3333.333,277.778,Honda
516,Hero Splendor PRO,40000.0,2016,Individual,1st owner,16000,51994.0,8,4,2000.0,166.667,Hero
517,Honda Dream Neo,45000.0,2017,Individual,2nd owner,21000,49211.0,7,5,3000.0,250.0,Honda
518,Bajaj CT 100,40000.0,2018,Individual,1st owner,14000,,6,3,2333.333,194.444,Bajaj
519,Suzuki Access 125,70000.0,2018,Individual,1st owner,7000,76632.0,6,2,1166.667,97.222,Suzuki
520,Honda Activa [2000-2015],30000.0,2012,Individual,1st owner,22000,50267.0,12,5,1833.333,152.778,Honda
521,Hero Honda Pleasure,25000.0,2009,Individual,1st owner,50000,,15,10,3333.333,277.778,Hero Honda
522,Bajaj Platina 100,20000.0,2012,Individual,1st owner,16295,,12,4,1357.917,113.16,Bajaj
523,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,35000,87719.0,7,7,5000.0,416.667,Honda
524,Bajaj V15,50000.0,2017,Individual,1st owner,9000,65626.0,7,2,1285.714,107.143,Bajaj
525,Hero Honda CD Deluxe,25000.0,2010,Individual,1st owner,35000,,14,7,2500.0,208.333,Hero Honda
526,Bajaj Pulsar 150,22000.0,2011,Individual,1st owner,60000,,13,12,4615.385,384.615,Bajaj
527,Honda Activa [2000-2015],35000.0,2013,Individual,1st owner,29500,50267.0,11,6,2681.818,223.485,Honda
528,TVS Apache RTR 160,40000.0,2014,Individual,2nd owner,50000,,10,10,5000.0,416.667,TVS
529,Bajaj Pulsar 220F,75000.0,2016,Individual,1st owner,10500,,8,3,1312.5,109.375,Bajaj
530,Hero Honda Passion PRO [2012],28000.0,2011,Individual,2nd owner,60000,,13,12,4615.385,384.615,Hero Honda
531,Hero Maestro Edge,55000.0,2018,Individual,1st owner,39000,52790.0,6,8,6500.0,541.667,Hero
532,Honda Dio,30000.0,2014,Individual,1st owner,24000,,10,5,2400.0,200.0,Honda
533,Hero Glamour 125,40000.0,2016,Individual,1st owner,15000,61600.0,8,3,1875.0,156.25,Hero
534,Bajaj Avenger Street 160,85000.0,2019,Individual,1st owner,3000,,5,1,600.0,50.0,Bajaj
535,Hero Honda CD Deluxe,12000.0,2007,Individual,2nd owner,100000,,17,20,5882.353,490.196,Hero Honda
536,Yamaha YBR 125,35000.0,2013,Individual,1st owner,20350,54593.0,11,5,1850.0,154.167,Yamaha
537,Bajaj Pulsar 150,25000.0,2015,Individual,2nd owner,50000,,9,10,5555.556,462.963,Bajaj
538,Bajaj Pulsar 150,40000.0,2012,Individual,2nd owner,37000,,12,8,3083.333,256.944,Bajaj
539,Hero Honda CD Deluxe,15000.0,2011,Individual,1st owner,70000,,13,14,5384.615,448.718,Hero Honda
540,Hero Passion PRO i3s,55000.0,2018,Individual,1st owner,15000,54475.0,6,3,2500.0,208.333,Hero
541,Bajaj Pulsar 180,60000.0,2015,Individual,1st owner,28563,85011.0,9,6,3173.667,264.472,Bajaj
542,Yamaha Fazer 25,115000.0,2018,Individual,1st owner,11000,142680.0,6,3,1833.333,152.778,Yamaha
543,TVS Excel,5000.0,1998,Individual,1st owner,60000,,26,12,2307.692,192.308,TVS
544,Honda Shine,40000.0,2015,Individual,1st owner,21121,,9,5,2346.778,195.565,Honda
545,Honda Dream Neo,50000.0,2014,Individual,1st owner,25000,49211.0,10,5,2500.0,208.333,Honda
546,Honda Dio,28000.0,2014,Individual,1st owner,13000,,10,3,1300.0,108.333,Honda
547,Hero Splendor Plus,35000.0,2013,Individual,1st owner,55000,,11,11,5000.0,416.667,Hero
548,Bajaj Xcd,25000.0,2007,Individual,2nd owner,100000,,17,20,5882.353,490.196,Bajaj
549,TVS Streak,20000.0,2009,Individual,2nd owner,36000,,15,8,2400.0,200.0,TVS
550,Bajaj Pulsar 180,40000.0,2013,Individual,1st owner,34000,85011.0,11,7,3090.909,257.576,Bajaj
551,Hero Xtreme 200R,86000.0,2018,Individual,1st owner,12000,93400.0,6,3,2000.0,166.667,Hero
552,Yamaha YZF R15 [2011-2018],65000.0,2011,Individual,1st owner,29000,,13,6,2230.769,185.897,Yamaha
553,Bajaj Avenger Street 150 [2018],60000.0,2017,Individual,1st owner,30000,80435.0,7,6,4285.714,357.143,Bajaj
554,Yamaha RX135,65000.0,1998,Individual,3rd owner,16500,,26,4,634.615,52.885,Yamaha
555,Honda CB Shine SP,41000.0,2017,Individual,1st owner,33000,66697.0,7,7,4714.286,392.857,Honda
556,Honda CBR150 R,110000.0,2017,Individual,1st owner,11800,129662.0,7,3,1685.714,140.476,Honda
557,Honda Dream Yuga,32000.0,2017,Individual,1st owner,39000,56147.0,7,8,5571.429,464.286,Honda
558,Honda Shine,37000.0,2014,Individual,1st owner,16145,,10,4,1614.5,134.542,Honda
559,Hero Splendor Plus i3s,65000.0,2019,Individual,1st owner,1000,55600.0,5,1,200.0,16.667,Hero
560,Hero Honda Passion Plus,18000.0,2007,Individual,2nd owner,50000,,17,10,2941.176,245.098,Hero Honda
561,Hero Honda Passion PRO [2012],28700.0,2012,Individual,2nd owner,49876,,12,10,4156.333,346.361,Hero Honda
562,Honda Activa 3G,35000.0,2016,Individual,1st owner,51000,54605.0,8,11,6375.0,531.25,Honda
563,Bajaj Pulsar 180F,100000.0,2019,Individual,1st owner,1300,,5,1,260.0,21.667,Bajaj
564,Hero Honda Glamour,21000.0,2010,Individual,1st owner,11000,,14,3,785.714,65.476,Hero Honda
565,Bajaj Pulsar 150 [2001-2011],30000.0,2010,Individual,2nd owner,55000,,14,11,3928.571,327.381,Bajaj
566,TVS Apache RTR 200 4V,90000.0,2019,Individual,1st owner,20000,,5,4,4000.0,333.333,TVS
567,Bajaj Super,6000.0,1991,Individual,1st owner,35000,,33,7,1060.606,88.384,Bajaj
568,Hero Honda Passion Plus,23500.0,2010,Individual,1st owner,60000,,14,12,4285.714,357.143,Hero Honda
569,Bajaj Pulsar 150,55000.0,2015,Individual,2nd owner,40000,,9,8,4444.444,370.37,Bajaj
570,Yamaha SZ X,35000.0,2010,Individual,1st owner,46000,65800.0,14,10,3285.714,273.81,Yamaha
571,Hero Honda CD100,15000.0,1998,Individual,1st owner,65000,,26,13,2500.0,208.333,Hero Honda
572,Bajaj Pulsar 180,35000.0,2009,Individual,1st owner,19000,85011.0,15,4,1266.667,105.556,Bajaj
573,Bajaj Pulsar 220 DTS-i,40000.0,2011,Individual,1st owner,26000,,13,6,2000.0,166.667,Bajaj
574,Hero Honda Achiever,15000.0,2009,Individual,1st owner,86000,,15,18,5733.333,477.778,Hero Honda
575,Hero Honda Karizma,40000.0,2011,Individual,2nd owner,340000,,13,68,26153.846,2179.487,Hero Honda
576,Honda CB Unicorn 160,75000.0,2016,Individual,1st owner,40000,77545.0,8,8,5000.0,416.667,Honda
577,Bajaj Avenger Cruise 220,70000.0,2016,Individual,1st owner,10000,,8,2,1250.0,104.167,Bajaj
578,Bajaj Discover 135,22000.0,2007,Individual,1st owner,25000,,17,5,1470.588,122.549,Bajaj
579,Yamaha FZ S V 2.0,80000.0,2019,Individual,1st owner,10000,87042.0,5,2,2000.0,166.667,Yamaha
580,Bajaj Pulsar 150,72000.0,2017,Individual,1st owner,24000,,7,5,3428.571,285.714,Bajaj
581,Hero HF Deluxe,30000.0,2014,Individual,2nd owner,35000,,10,7,3500.0,291.667,Hero
582,Bajaj Pulsar 135 LS,25000.0,2011,Individual,2nd owner,30000,64589.0,13,6,2307.692,192.308,Bajaj
583,Aprilia SR 125,65000.0,2018,Individual,1st owner,6500,,6,2,1083.333,90.278,Aprilia
584,Bajaj Pulsar 150,68000.0,2019,Individual,1st owner,10000,,5,2,2000.0,166.667,Bajaj
585,Hero Duet,27000.0,2016,Individual,1st owner,28000,50280.0,8,6,3500.0,291.667,Hero
586,Honda CB Twister,25000.0,2015,Individual,1st owner,35000,57241.0,9,7,3888.889,324.074,Honda
587,Bajaj Discover 125,45000.0,2016,Individual,1st owner,20000,60122.0,8,4,2500.0,208.333,Bajaj
588,Honda CBR-250R,200000.0,2019,Individual,1st owner,5500,202310.0,5,2,1100.0,91.667,Honda
589,Bajaj Pulsar 180,20100.0,2008,Individual,1st owner,36000,85011.0,16,8,2250.0,187.5,Bajaj
590,Honda Shine,30000.0,2014,Individual,1st owner,25000,,10,5,2500.0,208.333,Honda
591,Suzuki Swish [2012-2015],30000.0,2014,Individual,1st owner,30000,51685.0,10,6,3000.0,250.0,Suzuki
592,TVS Star City,21000.0,2011,Individual,1st owner,101000,47108.0,13,21,7769.231,647.436,TVS
593,Hero Super Splendor,45000.0,2012,Individual,1st owner,21000,,12,5,1750.0,145.833,Hero
594,Yamaha Fazer [2009-2016],45000.0,2014,Individual,1st owner,57700,84751.0,10,12,5770.0,480.833,Yamaha
595,TVS Scooty Pep DLX,14500.0,2012,Individual,1st owner,44000,,12,9,3666.667,305.556,TVS
596,Honda Dream Yuga,47000.0,2019,Individual,1st owner,8800,56147.0,5,2,1760.0,146.667,Honda
597,TVS Star City Plus,26000.0,2014,Individual,2nd owner,68000,,10,14,6800.0,566.667,TVS
598,Yamaha Fazer [2009-2016],25000.0,2013,Individual,1st owner,120000,84751.0,11,24,10909.091,909.091,Yamaha
599,Hero Honda Street Smart,10000.0,2000,Individual,1st owner,24000,,24,5,1000.0,83.333,Hero Honda
600,TVS Apache RTR 160,50000.0,2017,Individual,1st owner,38000,,7,8,5428.571,452.381,TVS
601,Honda Dio,23000.0,2010,Individual,1st owner,40000,,14,8,2857.143,238.095,Honda
602,Honda Activa [2000-2015],50000.0,2014,Individual,1st owner,48000,50267.0,10,10,4800.0,400.0,Honda
603,Hero Maestro Edge,46000.0,2015,Individual,1st owner,14000,55980.0,9,3,1555.556,129.63,Hero
604,Honda CB Hornet 160R,80000.0,2017,Individual,1st owner,18000,87719.0,7,4,2571.429,214.286,Honda
605,Hero Karizma [2003-2014],50000.0,2013,Individual,1st owner,38000,85766.0,11,8,3454.545,287.879,Hero
606,Honda CB Trigger,40000.0,2014,Individual,1st owner,75000,83437.0,10,15,7500.0,625.0,Honda
607,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,35000,87719.0,7,7,5000.0,416.667,Honda
608,Hero Glamour FI,30900.0,2014,Individual,1st owner,25000,71150.0,10,5,2500.0,208.333,Hero
609,Bajaj Avenger [2015],65000.0,2010,Individual,1st owner,20000,75502.0,14,4,1428.571,119.048,Bajaj
610,Hero Honda Splendor Plus,15000.0,2006,Individual,1st owner,100000,,18,20,5555.556,462.963,Hero Honda
611,TVS Apache RTR 160,89999.0,2019,Individual,1st owner,6400,,5,2,1280.0,106.667,TVS
612,Hero Honda Splendor Plus,17600.0,2006,Individual,1st owner,52000,,18,11,2888.889,240.741,Hero Honda
613,Bajaj Platina 100,17000.0,2007,Individual,1st owner,16000,,17,4,941.176,78.431,Bajaj
614,Yamaha FZ25,90000.0,2018,Individual,1st owner,8200,132680.0,6,2,1366.667,113.889,Yamaha
615,Bajaj Pulsar 150 [2001-2011],35000.0,2010,Individual,1st owner,60000,,14,12,4285.714,357.143,Bajaj
616,Yamaha YZF R15 S,70000.0,2017,Individual,1st owner,16000,117926.0,7,4,2285.714,190.476,Yamaha
617,Bajaj Discover 125,15000.0,2011,Individual,1st owner,47000,57549.0,13,10,3615.385,301.282,Bajaj
618,Hero Passion PRO i3s,35000.0,2016,Individual,1st owner,18000,54475.0,8,4,2250.0,187.5,Hero
619,Honda Activa [2000-2015],15000.0,2006,Individual,1st owner,50000,50267.0,18,10,2777.778,231.481,Honda
620,Bajaj Discover 125,50000.0,2018,Individual,1st owner,6000,60122.0,6,2,1000.0,83.333,Bajaj
621,Suzuki Gixxer [2014-2018],69000.0,2017,Individual,1st owner,20000,82813.0,7,4,2857.143,238.095,Suzuki
622,TVS Wego,15000.0,2011,Individual,1st owner,65000,54760.0,13,13,5000.0,416.667,TVS
623,Bajaj Discover 150,25000.0,2008,Individual,1st owner,25000,54299.0,16,5,1562.5,130.208,Bajaj
624,Suzuki Access 125 [2007-2016],30000.0,2012,Individual,1st owner,23000,58314.0,12,5,1916.667,159.722,Suzuki
625,Hero Karizma 2014,45000.0,2014,Individual,1st owner,5555,86744.0,10,2,555.5,46.292,Hero
626,Hero CD Deluxe,35000.0,2016,Individual,1st owner,38000,,8,8,4750.0,395.833,Hero
627,Yamaha Fazer 25,120000.0,2018,Individual,1st owner,6000,142680.0,6,2,1000.0,83.333,Yamaha
628,Hero Splendor Plus,25000.0,2015,Individual,1st owner,45000,,9,9,5000.0,416.667,Hero
629,Yamaha YZF R15 [2011-2018],80000.0,2017,Individual,1st owner,27000,118997.0,7,6,3857.143,321.429,Yamaha
630,Hero Honda Splendor Plus,10000.0,2007,Individual,1st owner,98000,,17,20,5764.706,480.392,Hero Honda
631,TVS Apache RTR 160,70000.0,2018,Individual,1st owner,16000,,6,4,2666.667,222.222,TVS
632,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,50000,,13,10,3846.154,320.513,Bajaj
633,Hero Glamour 125,40000.0,2015,Individual,1st owner,71250,61600.0,9,15,7916.667,659.722,Hero
634,Hero Honda Passion Plus,20000.0,2006,Individual,1st owner,28000,,18,6,1555.556,129.63,Hero Honda
635,Honda CB Twister,30000.0,2012,Individual,1st owner,50000,57241.0,12,10,4166.667,347.222,Honda
636,Bajaj CT 100,8000.0,2005,Individual,2nd owner,82000,,19,17,4315.789,359.649,Bajaj
637,Bajaj Pulsar 220 DTS-i,65000.0,2013,Individual,1st owner,6409,,11,2,582.636,48.553,Bajaj
638,Hero Honda Super Splendor [2005],20000.0,2008,Individual,1st owner,54000,,16,11,3375.0,281.25,Hero Honda
639,Honda CB Trigger,45000.0,2013,Individual,1st owner,20000,76572.0,11,4,1818.182,151.515,Honda
640,Hero Hunk,35000.0,2013,Individual,1st owner,50000,78513.0,11,10,4545.455,378.788,Hero
641,Bajaj Discover 150,25000.0,2011,Individual,1st owner,52000,54299.0,13,11,4000.0,333.333,Bajaj
642,TVS Apache RTR 160,15000.0,2009,Individual,4th owner,880000,,15,176,58666.667,4888.889,TVS
643,Hero Xtreme Sports,65000.0,2017,Individual,1st owner,23000,78350.0,7,5,3285.714,273.81,Hero
644,Bajaj Avenger [2015],45000.0,2011,Individual,1st owner,35000,75502.0,13,7,2692.308,224.359,Bajaj
645,Honda Activa 125,45000.0,2017,Individual,1st owner,49000,,7,10,7000.0,583.333,Honda
646,Bajaj Pulsar 220F,50000.0,2011,Individual,2nd owner,55000,,13,11,4230.769,352.564,Bajaj
647,Bajaj Pulsar NS200,85000.0,2018,Individual,2nd owner,15100,,6,4,2516.667,209.722,Bajaj
648,Hero Honda Splendor,25000.0,2008,Individual,1st owner,38000,,16,8,2375.0,197.917,Hero Honda
649,Honda CB Unicorn 150,60000.0,2017,Individual,1st owner,12652,74295.0,7,3,1807.429,150.619,Honda
650,Suzuki Gixxer SF Fi,100000.0,2019,Individual,1st owner,7000,103170.0,5,2,1400.0,116.667,Suzuki
651,KTM RC 200,180000.0,2019,Individual,2nd owner,13800,,5,3,2760.0,230.0,KTM
652,Bajaj Discover 100,25000.0,2010,Individual,2nd owner,28000,42859.0,14,6,2000.0,166.667,Bajaj
653,TVS Wego,15000.0,2011,Individual,2nd owner,20000,54760.0,13,4,1538.462,128.205,TVS
654,Honda CB Hornet 160R,60000.0,2017,Individual,2nd owner,16008,92210.0,7,4,2286.857,190.571,Honda
655,Yamaha YZF R15 S,75000.0,2018,Individual,1st owner,36000,117926.0,6,8,6000.0,500.0,Yamaha
656,Hero CBZ,35000.0,2010,Individual,1st owner,36000,,14,8,2571.429,214.286,Hero
657,TVS Scooty Zest 110,55000.0,2018,Individual,1st owner,380,53751.0,6,1,63.333,5.278,TVS
658,Yamaha FZ S V 2.0,85000.0,2018,Individual,1st owner,50000,87042.0,6,10,8333.333,694.444,Yamaha
659,Hero Honda Glamour,35000.0,2012,Individual,1st owner,30000,,12,6,2500.0,208.333,Hero Honda
660,Hero Honda CBZ extreme,35000.0,2011,Individual,1st owner,35000,,13,7,2692.308,224.359,Hero Honda
661,Yamaha FZ S V 2.0,60000.0,2017,Individual,1st owner,14500,84042.0,7,3,2071.429,172.619,Yamaha
662,Suzuki Access 125,40000.0,2017,Individual,1st owner,15000,,7,3,2142.857,178.571,Suzuki
663,Bajaj Pulsar 150,30000.0,2010,Individual,1st owner,54000,,14,11,3857.143,321.429,Bajaj
664,Bajaj Pulsar NS160,80000.0,2018,Individual,1st owner,11000,,6,3,1833.333,152.778,Bajaj
665,Hero Splendor PRO,24000.0,2011,Individual,1st owner,43000,51994.0,13,9,3307.692,275.641,Hero
666,Honda Shine,18000.0,2010,Individual,1st owner,15000,,14,3,1071.429,89.286,Honda
667,Hero Passion Pro 110,20000.0,2008,Individual,3rd owner,40000,,16,8,2500.0,208.333,Hero
668,Yamaha FZ16,40000.0,2016,Individual,1st owner,93000,78712.0,8,19,11625.0,968.75,Yamaha
669,Suzuki Access 125,20000.0,2012,Individual,1st owner,24000,,12,5,2000.0,166.667,Suzuki
670,TVS Jupiter,70000.0,2018,Individual,1st owner,14000,,6,3,2333.333,194.444,TVS
671,Hero Passion Pro 110,50000.0,2019,Individual,1st owner,29442,,5,6,5888.4,490.7,Hero
672,Yamaha FZ S V 2.0,75000.0,2017,Individual,1st owner,20000,84042.0,7,4,2857.143,238.095,Yamaha
673,Honda Livo,25000.0,2015,Individual,1st owner,30000,,9,6,3333.333,277.778,Honda
674,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,38000,87543.0,7,8,5428.571,452.381,Honda
675,Honda Activa 125 [2016-2017],55000.0,2018,Individual,1st owner,18000,61545.0,6,4,3000.0,250.0,Honda
676,Honda Activa 5G,51000.0,2018,Individual,1st owner,14000,59422.0,6,3,2333.333,194.444,Honda
677,Yamaha Saluto,74000.0,2019,Individual,1st owner,13000,59844.0,5,3,2600.0,216.667,Yamaha
678,Yamaha FZ S V 2.0,65000.0,2017,Individual,1st owner,42000,84042.0,7,9,6000.0,500.0,Yamaha
679,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,2nd owner,27000,80435.0,8,6,3375.0,281.25,Bajaj
680,Bajaj Pulsar 220F,110000.0,2019,Individual,1st owner,4000,,5,1,800.0,66.667,Bajaj
681,Yamaha YZF R15 [2011-2018],50000.0,2014,Individual,1st owner,1200,118997.0,10,1,120.0,10.0,Yamaha
682,TVS Apache RTR 160 4V,85009.0,2018,Individual,1st owner,7500,,6,2,1250.0,104.167,TVS
683,Hero Passion Pro 110,60000.0,2013,Individual,1st owner,15000,,11,3,1363.636,113.636,Hero
684,Bajaj Pulsar 150,25000.0,2013,Individual,2nd owner,70000,,11,14,6363.636,530.303,Bajaj
685,TVS Apache RTR 160 4V,75000.0,2019,Individual,1st owner,12657,,5,3,2531.4,210.95,TVS
686,Honda CB Unicorn 150,30000.0,2010,Individual,1st owner,69000,74295.0,14,14,4928.571,410.714,Honda
687,Honda Activa [2000-2015],16600.0,2010,Individual,1st owner,100000,50267.0,14,20,7142.857,595.238,Honda
688,Honda Activa 3G,30000.0,2015,Individual,1st owner,18000,54605.0,9,4,2000.0,166.667,Honda
689,Honda Shine,20000.0,2007,Individual,1st owner,80000,,17,16,4705.882,392.157,Honda
690,Honda Activa 5G,62000.0,2019,Individual,1st owner,11200,59422.0,5,3,2240.0,186.667,Honda
691,Bajaj Avenger Street 220,60000.0,2016,Individual,1st owner,17000,95955.0,8,4,2125.0,177.083,Bajaj
692,Hero Xtreme [2013-2014],45000.0,2014,Individual,1st owner,56420,72492.0,10,12,5642.0,470.167,Hero
693,Yamaha FZ S [2012-2016],40000.0,2011,Individual,1st owner,82000,79432.0,13,17,6307.692,525.641,Yamaha
694,Suzuki Intruder 150,75000.0,2018,Individual,1st owner,10000,,6,2,1666.667,138.889,Suzuki
695,Yamaha Fazer [2009-2016],50000.0,2012,Individual,1st owner,100000,84751.0,12,20,8333.333,694.444,Yamaha
696,Bajaj Pulsar RS 200,105000.0,2017,Individual,1st owner,18345,,7,4,2620.714,218.393,Bajaj
697,Bajaj Discover 135,30000.0,2009,Individual,1st owner,20000,,15,4,1333.333,111.111,Bajaj
698,Hero Honda CBZ,10000.0,2000,Individual,4th owner,48000,,24,10,2000.0,166.667,Hero Honda
699,Bajaj Pulsar 135 LS,45000.0,2014,Individual,1st owner,14000,64589.0,10,3,1400.0,116.667,Bajaj
700,Yamaha Fazer 25,145000.0,2018,Individual,2nd owner,4100,142680.0,6,1,683.333,56.944,Yamaha
701,Honda CB Unicorn 150,45000.0,2016,Individual,2nd owner,50000,74295.0,8,10,6250.0,520.833,Honda
702,Honda Activa 5G,65000.0,2019,Individual,1st owner,3025,59422.0,5,1,605.0,50.417,Honda
703,Bajaj Pulsar 135 LS,20000.0,2011,Individual,1st owner,60000,64589.0,13,12,4615.385,384.615,Bajaj
704,Hero Duet,37000.0,2016,Individual,1st owner,6000,50280.0,8,2,750.0,62.5,Hero
705,Hero Splendor NXG,18000.0,2011,Individual,1st owner,35000,44814.0,13,7,2692.308,224.359,Hero
706,Hero Glamour 125,25000.0,2013,Individual,1st owner,50000,61600.0,11,10,4545.455,378.788,Hero
707,Honda Activa 5G,46000.0,2018,Individual,1st owner,10000,57557.0,6,2,1666.667,138.889,Honda
708,Yamaha Fascino 110,55000.0,2019,Individual,1st owner,7000,57112.0,5,2,1400.0,116.667,Yamaha
709,Bajaj V15,40000.0,2016,Individual,1st owner,34000,67187.0,8,7,4250.0,354.167,Bajaj
710,Hero Honda Passion PRO [2012],25000.0,2012,Individual,2nd owner,20000,,12,4,1666.667,138.889,Hero Honda
711,Honda Activa [2000-2015],25000.0,2012,Individual,1st owner,38000,50267.0,12,8,3166.667,263.889,Honda
712,Bajaj Xcd,15000.0,2008,Individual,1st owner,100000,,16,20,6250.0,520.833,Bajaj
713,Bajaj Pulsar NS160,70000.0,2018,Individual,1st owner,20000,,6,4,3333.333,277.778,Bajaj
714,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,240000,92210.0,7,48,34285.714,2857.143,Honda
715,Yamaha RXG,25000.0,1997,Individual,1st owner,45354,,27,10,1679.778,139.982,Yamaha
716,TVS Streak,10000.0,2009,Individual,1st owner,100000,,15,20,6666.667,555.556,TVS
717,Bajaj Pulsar RS 200,80000.0,2015,Individual,1st owner,32000,,9,7,3555.556,296.296,Bajaj
718,Yamaha Alpha,25000.0,2015,Individual,2nd owner,14000,54253.0,9,3,1555.556,129.63,Yamaha
719,Honda Livo,35000.0,2016,Individual,1st owner,70000,,8,14,8750.0,729.167,Honda
720,Mahindra Gusto,25000.0,2016,Individual,1st owner,13500,51185.0,8,3,1687.5,140.625,Mahindra
721,Bajaj Discover 125,26000.0,2012,Individual,1st owner,75000,57549.0,12,15,6250.0,520.833,Bajaj
722,Hero Glamour 125,15000.0,2011,Individual,1st owner,75000,61600.0,13,15,5769.231,480.769,Hero
723,Honda CB Unicorn 160,50000.0,2017,Individual,1st owner,52000,77545.0,7,11,7428.571,619.048,Honda
724,Hero Pleasure,26500.0,2013,Individual,1st owner,18860,49600.0,11,4,1714.545,142.879,Hero
725,Royal Enfield Classic 350,135000.0,2017,Individual,1st owner,2700,,7,1,385.714,32.143,Royal Enfield
726,Honda CB Hornet 160R,80000.0,2016,Individual,1st owner,100000,92661.0,8,20,12500.0,1041.667,Honda
727,Bajaj CT 100,30000.0,2016,Individual,1st owner,38500,,8,8,4812.5,401.042,Bajaj
728,Yamaha FZ S V 2.0,90000.0,2018,Individual,1st owner,10500,87042.0,6,3,1750.0,145.833,Yamaha
729,Bajaj Pulsar 180,85000.0,2016,Individual,1st owner,35000,85011.0,8,7,4375.0,364.583,Bajaj
730,Hero Glamour 125,54000.0,2013,Individual,1st owner,17000,61600.0,11,4,1545.455,128.788,Hero
731,Bajaj CT 100,42000.0,2019,Individual,1st owner,2900,,5,1,580.0,48.333,Bajaj
732,Bajaj Discover 100 T,25000.0,2014,Individual,1st owner,30000,47032.0,10,6,3000.0,250.0,Bajaj
733,TVS Star City Plus,50000.0,2016,Individual,2nd owner,14000,,8,3,1750.0,145.833,TVS
734,Honda CB Unicorn 150,55000.0,2014,Individual,1st owner,10000,74295.0,10,2,1000.0,83.333,Honda
735,Hero Passion PRO TR,35000.0,2014,Individual,1st owner,9556,54586.0,10,2,955.6,79.633,Hero
736,Honda CB Shine SP,50000.0,2018,Individual,1st owner,37000,64750.0,6,8,6166.667,513.889,Honda
737,Bajaj V15,45000.0,2015,Individual,1st owner,2700,65626.0,9,1,300.0,25.0,Bajaj
738,Bajaj V15,45000.0,2016,Individual,1st owner,36000,67187.0,8,8,4500.0,375.0,Bajaj
739,Bajaj Discover 100,28000.0,2015,Individual,2nd owner,52000,42859.0,9,11,5777.778,481.482,Bajaj
740,Royal Enfield Electra 4 S,80000.0,2013,Individual,1st owner,46000,,11,10,4181.818,348.485,Royal Enfield
741,KTM 200 Duke,130000.0,2016,Individual,1st owner,12000,,8,3,1500.0,125.0,KTM
742,Bajaj Pulsar 220F,120000.0,2019,Individual,1st owner,6500,,5,2,1300.0,108.333,Bajaj
743,Suzuki GS150R,27000.0,2012,Individual,1st owner,14100,70851.0,12,3,1175.0,97.917,Suzuki
